Partnership_ID,Program_Year,Verified,Program_ID,Organizational_ID,School_ID,Program_Name,Sch_Org_Name,School_Name,Primary_Org_Site_Contact_Email,Primary_Sch_Based_Contact_Name,Service_Type,O_Primary_Address,O_City,O_Zip,O_Type,Service_Delivery_Method,School_ID,TLT,School_Code,S_Primary_Contact_Name,S_Primary_Contact_Email,S_Street_Address,S_City,S_Zip,S_Principal_email,School Grades,Language_Capability,Rating_Q1,Partnership_Agreement,Program_Date_Last_Updated,Partnership_Date_Last_Updated,Sch_Date_Updated,Expand_to_New_Sites,Active,Program_Type,School_Approval_Status,Service_Delivery_Time_Afterschool,Service_Delivery_Time_School Vacation,Service_Delivery_Time_Summer,Service_Delivery_Time_Weekend,Service_Delivery_Time_Before School,Service_Delivery_Time_School Day,Service_Delivery_Time_School Day (Non-Class Time),Service_Delivery_Time_School Day (Class Time),O_501c3_Certification,O_Liability_Insurance,O_CORI_Policy,Grade_Level_Served_Pre-School,Grade_Level_Served_Elementary,Grade_Level_Served_Middle School,Grade_Level_Served_High School,Service_Associated_Fees_Student,School_Grades_Served_PreK,School_Grades_Served_K,School_Grades_Served_1,School_Grades_Served_2,School_Grades_Served_3,School_Grades_Served_4,School_Grades_Served_5,School_Grades_Served_6,School_Grades_Served_7,School_Grades_Served_8,School_Grades_Served_9,School_Grades_Served_10,School_Grades_Served_11,School_Grades_Served_12,EFA_School,tbl_organizations_Temp_CCR,tbl_organizations_Temp_PhyHealthCollab,tbl_organizations_Temp_BH,Expand_Partnerships,tbl_organizations_Temp_Funded_Partners,Expanding_Site_Capacity,P_Grades_Served_K1(2),P_Grades_Served_PreK,P_Grades_Served_K0,P_Grades_Served_K1,P_Grades_Served_K,P_Grades_Served_K2,P_Grades_Served_1,P_Grades_Served_2,P_Grades_Served_3,P_Grades_Served_4,P_Grades_Served_5,P_Grades_Served_6,P_Grades_Served_7,P_Grades_Served_8,P_Grades_Served_9,P_Grades_Served_10,P_Grades_Served_11,P_Grades_Served_12,P_Days_of_Operation_M,P_Days_of_Operation_T,P_Days_of_Operation_W,P_Days_of_Operation_Th,P_Days_of_Operation_F,P_Days_of_Operation_S,P_Days_of_Operation_Su,Schools_AssociatedFees,Days_Multiselect_M,Days_Multiselect_Tu,Days_Multiselect_W,Days_Multiselect_Th,Days_Multiselect_F,Days_Multiselect_Sa,Days_Multiselect_Su,Grades_Multiselect_K0,Grades_Multiselect_K1,Grades_Multiselect_K2,Grades_Multiselect_1,Grades_Multiselect_2,Grades_Multiselect_3,Grades_Multiselect_4,Grades_Multiselect_5,Grades_Multiselect_6,Grades_Multiselect_7,Grades_Multiselect_8,Grades_Multiselect_9,Grades_Multiselect_10,Grades_Multiselect_11,Grades_Multiselect_12,Grades_Multiselect_AltEd,Partnership_Fund,Direct_Service,Tier_Multiselect_Tier1,Tier_Multiselect_Tier2,Tier_Multiselect_Tier3,GradeLevel_Multiselect_PreSchool,GradeLevel_Multiselect_Elementary,GradeLevel_Multiselect_Middle,GradeLevel_Multiselect_HighSchool,GradeLevel_Multiselect_AltEdu,GradeLevel_Multiselect_PostSec,DeliveryTime_Multiselect_After,DeliveryTime_Multiselect_Before,DeliveryTime_Multiselect_SchoolDayIn,DeliveryTime_Multiselect_SchoolDayOut,DeliveryTime_Multiselect_SchoolVacation,DeliveryTime_Multiselect_Summer,DeliveryTime_Multiselect_Weekend,Transportation,Grade_Multiselect_K0,Grade_Multiselect_K1,Grade_Multiselect_K2,Grade_Multiselect_1,Grade_Multiselect_2,Grade_Multiselect_3,Grade_Multiselect_4,Grade_Multiselect_5,Grade_Multiselect_6,Grade_Multiselect_7,Grade_Multiselect_8,Grade_Multiselect_9,Grade_Multiselect_10,Grade_Multiselect_11,Grade_Multiselect_12,Grade_Multiselect_AltEdu,Homelessness,SWD_Support,TitleIXRace_Participation,TitleIXGender_Participation,Current_Partnerships,CORI_SORI
7465,2017-2018,Current Partner,119,235,95,School Based Health Center Program,Boston Public Health Commission,Madison Park Technical Vocational High School,arnett@bphc.org,Terrance Johnson,"Social, Emotional & Behavioral Health",1010 Massachusetts Ave,Boston,02118,Government,,95,Transformation,1210,Kevin McCaskill,kmccaskill@bostonpublicschools.org,75 Malcolm X Boulevard,Roxbury,02120,bdickens@bostonpublicschools.org,9-12,,Excellent,,9/12/2018 5:08:26 PM,10/20/2017 1:20:44 PM,12/7/2018 6:15:31 PM,FALSE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,,No,No,,,,,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
7466,2017-2018,Not Yet Verified,119,235,129,School Based Health Center Program,Boston Public Health Commission,Snowden International School,ewilcox@Bphc.org,Eugene Roundtree,"Social, Emotional & Behavioral Health",1010 Massachusetts Ave,Boston,02118,Government,,129,Redesign/Innovation,1200,,snowden@bostonpublicschools.org,150 Newbury Street,Boston,02116,eroundtree@bostonpublicschools.org,9-12,,Not Yet Rated,,9/12/2018 5:08:26 PM,9/28/2017 4:59:35 PM,12/7/2018 6:15:31 PM,FALSE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,,No,No,,,,,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
7467,2017-2018,Current Partner,119,235,114,School Based Health Center Program,Boston Public Health Commission,New Mission High School,smccurbin@bphc.org,Naia Wilson,"Social, Emotional & Behavioral Health",1010 Massachusetts Ave,Boston,02118,Government,,114,Redesign/Innovation,1285,,newmission@bostonpublicschools.org,655 Metropolitan Avenue,Hyde Park,02136,nwilson@bostonpublicschools.org,9-12,,Excellent,,9/12/2018 5:08:26 PM,11/2/2017 3:15:11 PM,12/7/2018 6:15:31 PM,FALSE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,,No,No,,,,,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8112,2017-2018,Current Partner,126,238,97,Walking/Running Club,Boston Billion Mile Race-ChildObesity180,Mason Elementary School,daniel.schultz@tufts.edu,Taevosha Rentas,Physical Health & Wellness,75 Kneeland St. 8th Floor,Boston,02111,Other School-Community Partner,Professional Development,97,6,4121,,mason@bostonpublicschools.org,150 Norfolk Avenue,Roxbury,02119,llewismedley@bostonpublicschools.org,K0-5,"English only technical assistance, but supportive of ESL student participation",Not Yet Rated,,9/20/2018 5:29:21 PM,10/2/2017 4:37:18 PM,1/4/2019 5:52:47 PM,TRUE,Active,School-based,Approved,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes, Yes, Yes, Yes,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
8113,2017-2018,Current Partner,126,238,86,Walking/Running Club,Boston Billion Mile Race-ChildObesity180,Kenny Elementary School,daniel.schultz@tufts.edu,Franklin Wright,Physical Health & Wellness,75 Kneeland St. 8th Floor,Boston,02111,Other School-Community Partner,Professional Development,86,5,4390,,kenny@bostonpublicschools.org,19 Oakton Avenue,Dorchester,02122,ebryan@bostonpublicschools.org,K1-5,"English only technical assistance, but supportive of ESL student participation",Not Yet Rated,,9/20/2018 5:29:21 PM,7/13/2018 5:01:49 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Approved,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes, Yes, Yes, Yes,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
6843,2017-2018,Not Yet Verified,33,176,134,Playworks Coach Service,Playworks,Tobin K-8 School,etoledano@bostonpublicschools.org,,"Social, Emotional & Behavioral Health",67 Kemble Street; Suite 3.6,Boston,02119,Other School-Community Partner,Small Groups,134,6,4570,,tobin@bostonpublicschools.org,40 Smith Street,Roxbury,02120,etoledano@bostonpublicschools.org,K2-8,"English, Spanish",Not Yet Rated,,1/3/2019 3:36:34 PM,9/28/2017 4:59:23 PM,1/11/2019 5:19:18 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,Yes,Yes
6844,2017-2018,Current Partner,33,176,44,Playworks Coach Service,Playworks,Curley K-8 School,kgrassa@bostonpublicschools.org,,"Social, Emotional & Behavioral Health",67 Kemble Street; Suite 3.6,Boston,02119,Other School-Community Partner,Small Groups,44,1,4272,,curley@bostonpublicschools.org,40 Pershing Road,Jamaica Plain,02130,kgrassa@bostonpublicschools.org,K1-8,"English, Spanish",Excellent,,1/3/2019 3:36:34 PM,10/18/2017 10:25:57 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,Yes,Yes
6845,2017-2018,Not Yet Verified,33,176,118,Playworks Coach Service,Playworks,Orchard Gardens K-8 School,mwebb2@bostonpublicschools.org,,"Social, Emotional & Behavioral Health",67 Kemble Street; Suite 3.6,Boston,02119,Other School-Community Partner,Small Groups,118,3,4680,,orchardgardens@bostonpublicschools.org,906 Albany Street,Roxbury,02119,mwebb2@bostonpublicschools.org,K1-8,"English, Spanish",Not Yet Rated,,1/3/2019 3:36:34 PM,9/28/2017 4:59:23 PM,2/8/2019 4:17:39 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,Yes,Yes
6846,2017-2018,Current Partner,33,176,53,Playworks Coach Service,Playworks,Eliot K-8 School,tgriffith@boston.k12.ma.us,,"Social, Emotional & Behavioral Health",67 Kemble Street; Suite 3.6,Boston,02119,Other School-Community Partner,Small Groups,53,6,4381,,eliot@bostonpublicschools.org,16 Charter Street,Boston,02113,tgriffith@bostonpublicschools.org,K1-4,"English, Spanish",Excellent,,1/3/2019 3:36:34 PM,11/3/2017 3:07:53 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,Yes,Yes
6847,2017-2018,Current Partner,33,176,73,Playworks Coach Service,Playworks,Henderson Inclusion School K-8,plampron@boston.k12.ma.us,,"Social, Emotional & Behavioral Health",67 Kemble Street; Suite 3.6,Boston,02119,Other School-Community Partner,Small Groups,73,5,4391,,henderson@bostonpublicschools.org,1669 Dorchester Ave.,Dorchester,02122,plampron@bostonpublicschools.org,K0-4 at this site,"English, Spanish",Good,,1/3/2019 3:36:34 PM,10/31/2017 5:38:23 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,Yes,Yes
8114,2017-2018,Not Yet Verified,126,238,89,Walking/Running Club,Boston Billion Mile Race-ChildObesity180,King K-8 School,daniel.schultz@tufts.edu,Tykeia Johnson,Physical Health & Wellness,75 Kneeland St. 8th Floor,Boston,02111,Other School-Community Partner,Professional Development,89,2,4055,,king@bostonpublicschools.org,77 Lawrence Avenue,Dorchester,02121,gcoleman@bostonpublicschools.org,K1-8,"English only technical assistance, but supportive of ESL student participation",Not Yet Rated,,9/20/2018 5:29:21 PM,9/28/2017 4:59:48 PM,1/29/2019 9:29:18 PM,TRUE,Active,School-based,Approved,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes, Yes, Yes, Yes,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
8116,2017-2018,Not Yet Verified,126,238,138,Walking/Running Club,Boston Billion Mile Race-ChildObesity180,UP Academy Boston,daniel.schultz@tufts.edu,Nick Chapman and Deidre Baugh,Physical Health & Wellness,75 Kneeland St. 8th Floor,Boston,02111,Other School-Community Partner,Professional Development,138,1,2450,,UPAcademy@bostonpublicschools.org,215 Dorchester Street,South Boston,02127,kbuckland@bostonpublicschools.org,6-8,"English only technical assistance, but supportive of ESL student participation",Not Yet Rated,,9/20/2018 5:29:21 PM,9/28/2017 4:59:48 PM,2/5/2019 3:24:37 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes, Yes, Yes, Yes,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
8117,2017-2018,Current Partner,126,238,68,Walking/Running Club,Boston Billion Mile Race-ChildObesity180,Haley K-8 School,daniel.schultz@tufts.edu,"Allison Lincecum, Jillian Barker, Tess Milliken",Physical Health & Wellness,75 Kneeland St. 8th Floor,Boston,02111,Other School-Community Partner,Professional Development,68,5,4210,,haley@bostonpublicschools.org,570 American Legion Highway,Roslindale,02131,ksullivan2@bostonpublicschools.org,K0-7,"English only technical assistance, but supportive of ESL student participation",Excellent,,9/20/2018 5:29:21 PM,10/10/2017 7:16:09 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Approved,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes, Yes, Yes, Yes,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
8118,2017-2018,Current Partner,126,238,120,Walking/Running Club,Boston Billion Mile Race-ChildObesity180,Perkins Elementary School,daniel.schultz@tufts.edu,Mary Balaconis,Physical Health & Wellness,75 Kneeland St. 8th Floor,Boston,02111,Other School-Community Partner,Professional Development,120,1,4022,,perkins@bostonpublicschools.org,50 Rev. Burke Street,South Boston,02127,cmartin2@bostonpublicschools.org,K2-5,"English only technical assistance, but supportive of ESL student participation",Good,,9/20/2018 5:29:21 PM,9/24/2018 8:10:46 PM,1/25/2019 7:27:14 PM,TRUE,Active,School-based,Approved,No,No,No,No,Yes, Yes,No,No,Yes,No,Yes,Yes, Yes, Yes, Yes,Unknown,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
8119,2017-2018,Current Partner,126,238,126,Walking/Running Club,Boston Billion Mile Race-ChildObesity180,Roosevelt K-8 School,daniel.schultz@tufts.edu,"Noah Patel, Erin Hannon-Foley, Lina Shea",Physical Health & Wellness,75 Kneeland St. 8th Floor,Boston,02111,Other School-Community Partner,Professional Development,126,5,4192,,roosevelt@bostonpublicschools.org,95 Needham Road,Hyde Park,02136,bsteele@bostonpublicschools.org,2-8,"English only technical assistance, but supportive of ESL student participation",Excellent,,9/20/2018 5:29:21 PM,10/25/2017 8:50:12 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes, Yes, Yes, Yes,Unknown,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
8121,2017-2018,Current Partner,126,238,69,Walking/Running Club,Boston Billion Mile Race-ChildObesity180,Harvard/Kent Elementary School,daniel.schultz@tufts.edu,Rose Guinan and Jason Hounsell,Physical Health & Wellness,75 Kneeland St. 8th Floor,Boston,02111,Other School-Community Partner,Professional Development,69,6,4280,,harvard-kent@bostonpublicschools.org,50 Bunker Hill Street,Charlestown,02129,jgallagher@bostonpublicschools.org,K1-5,"English only technical assistance, but supportive of ESL student participation",Excellent,,9/20/2018 5:29:21 PM,11/3/2017 2:56:15 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes, Yes, Yes, Yes,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
8122,2017-2018,Current Partner,126,238,107,Walking/Running Club,Boston Billion Mile Race-ChildObesity180,Mendell Elementary School,daniel.schultz@tufts.edu,"Susan Field, Meredith McDonough, Elizabeth Hadly",Physical Health & Wellness,75 Kneeland St. 8th Floor,Boston,02111,Other School-Community Partner,Professional Development,107,5,4370,,mendell@bostonpublicschools.org,164 School Street,Roxbury,02119,jbott@bostonpublicschools.org,K1-5,"English only technical assistance, but supportive of ESL student participation",Good,,9/20/2018 5:29:21 PM,10/26/2017 3:34:26 PM,12/7/2018 6:15:31 PM,TRUE,Active,School-based,Approved,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes, Yes, Yes, Yes,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,0,,No,No,Yes,Yes
